event_id,file_name,event_time_s,peak_rank,frequency_khz,magnitude
1,20221018_134234.mat,0.221288,1,145.0,0.07224100988593253
1,20221018_134234.mat,0.221288,2,125.0,0.06450530222231063
1,20221018_134234.mat,0.221288,3,175.0,0.04912078016471556
2,20221018_134234.mat,0.221487,1,165.0,0.11012686501303558
2,20221018_134234.mat,0.221487,2,130.0,0.062244180200741586
2,20221018_134234.mat,0.221487,3,185.0,0.03275363369437685
3,20221018_134234.mat,1.581851,1,165.0,0.3835591405065764
3,20221018_134234.mat,1.581851,2,125.0,0.2453097564210784
3,20221018_134234.mat,1.581851,3,300.0,0.09954360250266577
4,20221018_134234.mat,1.58205,1,165.0,0.0716671717575721
4,20221018_134234.mat,1.58205,2,125.0,0.0372733508152919
4,20221018_134234.mat,1.58205,3,195.0,0.025930755233313982
5,20221018_134234.mat,1.976468,1,165.0,0.08178721745055559
5,20221018_134234.mat,1.976468,2,120.0,0.043143296866244366
5,20221018_134234.mat,1.976468,3,230.0,0.042167353639632026
6,20221018_134234.mat,1.976667,1,165.0,0.09274308972720109
6,20221018_134234.mat,1.976667,2,125.0,0.03672936636957417
6,20221018_134234.mat,1.976667,3,95.0,0.01953384288178991
7,20221018_134234.mat,2.109002,1,165.0,0.09858149684844988
7,20221018_134234.mat,2.109002,2,125.0,0.05466966917317983
7,20221018_134234.mat,2.109002,3,75.0,0.03858241112003727
8,20221018_134234.mat,3.26758,1,160.0,0.20644216786425265
8,20221018_134234.mat,3.26758,2,120.0,0.1677096152737805
8,20221018_134234.mat,3.26758,3,140.0,0.10804851202265887
9,20221018_134234.mat,3.267779,1,165.0,0.08513568691171523
9,20221018_134234.mat,3.267779,2,125.0,0.0331632473016379
9,20221018_134234.mat,3.267779,3,105.0,0.02201129964890276
10,20221018_134234.mat,3.288077,1,165.0,0.21503518123133317
10,20221018_134234.mat,3.288077,2,125.0,0.1615800716967484
10,20221018_134234.mat,3.288077,3,145.0,0.09067298963239855
11,20221018_134234.mat,3.288276,1,165.0,0.09244548415406605
11,20221018_134234.mat,3.288276,2,140.0,0.03550623114313509
11,20221018_134234.mat,3.288276,3,185.0,0.035505581749008114
12,20221018_134234.mat,3.694435,1,170.0,0.15946887135232987
12,20221018_134234.mat,3.694435,2,125.0,0.09930465192976237
12,20221018_134234.mat,3.694435,3,150.0,0.055609470292547834
13,20221018_134234.mat,3.694634,1,175.0,0.08428531291763947
13,20221018_134234.mat,3.694634,2,120.0,0.035128555130437854
13,20221018_134234.mat,3.694634,3,75.0,0.02878114192851753
14,20221018_134234.mat,3.704385,1,165.0,0.04930631203197738
14,20221018_134234.mat,3.704385,2,225.0,0.045661262944537866
14,20221018_134234.mat,3.704385,3,185.0,0.04317072843059924
15,20221018_134234.mat,3.704584,1,165.0,0.29845082896956066
15,20221018_134234.mat,3.704584,2,125.0,0.28497980752721175
15,20221018_134234.mat,3.704584,3,95.0,0.09395742217848083
16,20221018_134234.mat,3.704783,1,165.0,0.0828294976098249
16,20221018_134234.mat,3.704783,2,125.0,0.037348450110007356
16,20221018_134234.mat,3.704783,3,100.0,0.024904319244785374
17,20221018_134239.mat,1.769309,1,165.0,0.05730517963479741
17,20221018_134239.mat,1.769309,2,125.0,0.046045428609041726
17,20221018_134239.mat,1.769309,3,350.0,0.026603146845514326
18,20221018_134239.mat,2.214074,1,165.0,0.10632950651532026
18,20221018_134239.mat,2.214074,2,435.0,0.05358518032102553
18,20221018_134239.mat,2.214074,3,355.0,0.045183266017746804
19,20221018_134239.mat,2.214273,1,175.0,0.07134526093591298
19,20221018_134239.mat,2.214273,2,130.0,0.053337844110574475
19,20221018_134239.mat,2.214273,3,435.0,0.02381325625246959
20,20221018_134239.mat,2.224024,1,165.0,0.04435637989853955
20,20221018_134239.mat,2.224024,2,270.0,0.02613567794586129
20,20221018_134239.mat,2.224024,3,110.0,0.02256361572818226
21,20221018_134239.mat,2.251685,1,170.0,0.06427053196069393
21,20221018_134239.mat,2.251685,2,125.0,0.0310524177549137
21,20221018_134239.mat,2.251685,3,350.0,0.03080158037824328
22,20221018_134239.mat,3.420611,1,165.0,0.09626826428828573
22,20221018_134239.mat,3.420611,2,135.0,0.029735930495265277
22,20221018_134239.mat,3.420611,3,190.0,0.025427589786118317
23,20221018_134239.mat,3.714136,1,165.0,0.1544170091226034
23,20221018_134239.mat,3.714136,2,130.0,0.04450523807135536
23,20221018_134239.mat,3.714136,3,240.0,0.03259803386752631
24,20221018_134239.mat,3.87453,1,165.0,0.09067925472040331
24,20221018_134239.mat,3.87453,2,185.0,0.029298966280092216
24,20221018_134239.mat,3.87453,3,440.0,0.01949390407318031
25,20221018_134239.mat,4.122285,1,165.0,0.2655668518804947
25,20221018_134239.mat,4.122285,2,440.0,0.13438440120962303
25,20221018_134239.mat,4.122285,3,125.0,0.13128762931603852
