event_index,time_s,peak_frequency_khz,peak_magnitude
141213,28.2426,170,24.7000865959055
285833,57.1666,170,9.68003629178363
355428,71.0856,170,10.1684195578708
433491,86.6982,165,16.0856915647267
452630,90.526,165,10.1151206114105
452651,90.5302,165,8.0220439087636
452652,90.5304,165,17.7161034019042
461041,92.2082,165,9.63904295972343
475335,95.067,170,26.2241741208527
490157,98.0314,165,12.7936282670294
492725,98.545,150,4.45839857388392
492726,98.5452,165,9.66460050007334
496429,99.2858,165,14.8662544099541
503028,100.6056,165,9.20444476227162
527156,105.4312,170,6.86738426100602
563038,112.6076,170,5.41039649303005
563350,112.67,165,5.33645570748686
565336,113.0672,170,9.21158494754377
577515,115.503,440,7.5922912229672
578982,115.7964,175,17.6557816261925
578983,115.7966,170,21.3218438123021
593635,118.727,170,14.437294960462
593813,118.7626,170,5.65567882234626
593814,118.7628,165,17.2461658024989
640386,128.0772,165,7.50392338390803
667709,133.5418,170,6.94899521954698
694298,138.8596,165,9.06048672249618
696748,139.3496,165,13.842801075468
700344,140.0688,170,14.3475816593474
710984,142.1968,165,11.7142384540146
726572,145.3144,165,10.1876111643125
726682,145.3364,165,12.891457622479
740692,148.1384,170,10.0154084503008
741029,148.2058,170,10.922958224919
741030,148.206,165,17.9365478700539
744625,148.925,170,14.2837737488742
744687,148.9374,170,10.2835384729994
755506,151.1012,165,9.9558139573484
755507,151.1014,165,12.7687858612266
756913,151.3826,125,127.477433024953
756914,151.3828,125,46.4696783085489
756915,151.383,130,17.5398749956508
756916,151.3832,165,8.52083212944611
763597,152.7194,170,8.72062029401265
763644,152.7288,175,9.58315894842192
765016,153.0032,175,49.0931398921137
765017,153.0034,165,74.905245516107
765018,153.0036,165,18.8908621332771
765185,153.037,120,247.401761194212
765186,153.0372,130,93.5064359048795
765187,153.0374,130,43.2910351091665
765188,153.0376,115,20.7440619699628
765609,153.1218,165,55.8579700920137
765610,153.122,175,31.3038061290423
765611,153.1222,165,11.4822656396641
765613,153.1226,170,11.2680203097805
765616,153.1232,165,54.4506271262412
765617,153.1234,165,68.1780351505493
765618,153.1236,165,15.9445678130118
766096,153.2192,175,49.4127118926507
766097,153.2194,170,145.526098680573
766098,153.2196,170,53.9395536166442
766099,153.2198,165,23.1149072889439
766302,153.2604,165,12.5037526498832
767217,153.4434,165,9.69852574105648
767229,153.4458,165,7.32621260136641
767359,153.4718,125,67.9153827968209
767360,153.472,165,48.3035446318887
767361,153.4722,165,13.3835987930742
767491,153.4982,125,50.3806286986765
767492,153.4984,170,16.1222363225953
767497,153.4994,125,82.8857543069229
767498,153.4996,125,29.5726490214545
