event_index,time_s,peak_frequency_khz,peak_magnitude
40606,8.1212,160,8.19051519160561
48915,9.783,280,47.1723293946973
48916,9.7832,170,4.87672925490894
49303,9.8606,160,47.2709290523763
49304,9.8608,160,6.51854104081627
53874,10.7748,160,6.00077427346937
60903,12.1806,160,47.955100616278
60904,12.1808,155,8.64828983933453
64018,12.8036,160,201.043658894562
64019,12.8038,160,17.7304035891233
64020,12.804,160,9.63240322045539
64030,12.806,160,83.7236231861799
64031,12.8062,155,13.6749494320785
80039,16.0078,160,4.11869865217176
90558,18.1116,160,12.9538332740079
97661,19.5322,160,21.9543361749953
101224,20.2448,160,21.1497915476417
101228,20.2456,160,34.5293930000777
101332,20.2664,165,15.7874443813431
101333,20.2666,160,8.67739768179216
104975,20.995,225,7.74460205541038
104976,20.9952,165,14.8205909646504
139221,27.8442,160,22.7471099286022
168668,33.7336,160,9.30314720855349
173290,34.658,175,9.77104267130793
184090,36.818,165,24.4234552079417
200845,40.169,230,21.4828097907727
252599,50.5198,160,6.35749997411869
252651,50.5302,160,26.8121139863578
253581,50.7162,170,8.98002952879051
253582,50.7164,155,5.88521452753916
262659,52.5318,160,16.1273475337185
262660,52.532,160,97.42955527191
262661,52.5322,160,56.3752474108553
262724,52.5448,160,70.7360147650159
262725,52.545,165,114.589725835898
262726,52.5452,160,13.1140928888769
278165,55.633,160,7.7642234066994
306333,61.2666,175,9.2841443185096
319543,63.9086,155,10.6517130358133
326596,65.3192,220,4.49883851482017
363583,72.7166,160,53.5661090928072
363584,72.7168,160,22.3582316334617
368078,73.6156,160,19.5995713257281
368079,73.6158,160,41.1739722046836
392794,78.5588,160,8.77684102953749
397900,79.58,160,13.3198791446109
411006,82.2012,160,61.6013388263133
411007,82.2014,160,104.452571783398
439321,87.8642,160,6.11479617753558
453004,90.6008,165,6.38522839415826
453405,90.681,160,7.62377390019324
453455,90.691,160,55.2532099652558
453456,90.6912,160,114.202472690738
456518,91.3036,160,5.07820351965661
467663,93.5326,170,73.3162178323013
467664,93.5328,170,10.9748036649391
502935,100.587,340,3.3453472164933
513391,102.6782,160,19.4720644701294
526240,105.248,160,5.27783821135198
544734,108.9468,165,3.60902492682453
544786,108.9572,160,5.42082987042808
544790,108.958,160,62.4581533739504
544791,108.9582,160,41.7384856457227
548392,109.6784,160,31.90559955686
557289,111.4578,290,6.53435319415955
557290,111.458,230,15.5288443619743
557292,111.4584,160,7.0628278898691
557297,111.4594,305,3.99608040628526
557298,111.4596,165,19.1424331043859
557303,111.4606,170,9.91594209908642
558190,111.638,230,5.54143007223944
558197,111.6394,235,4.83736786810331
558198,111.6396,165,261.512311720384
558199,111.6398,165,55.0844740943336
558200,111.64,160,48.2977939900138
558209,111.6418,165,20.4759578635881
558210,111.642,220,77.2862065883559
558211,111.6422,165,251.726774049599
558212,111.6424,180,25.3619581762762
558232,111.6464,140,22.6523702289554
558233,111.6466,160,75.4781090351895
560449,112.0898,170,13.7819955127829
574920,114.984,170,5.6700321849677
587787,117.5574,160,12.0094354084185
587789,117.5578,160,5.90933847722259
587790,117.558,160,10.2047426643375
587791,117.5582,160,26.8270834873752
587798,117.5596,160,348.827898615023
587799,117.5598,175,388.806115972976
587800,117.56,155,104.874890900354
587801,117.5602,160,80.124500423187
587802,117.5604,165,34.5040709793273
587803,117.5606,165,22.7407847430832
595898,119.1796,160,381.904679741329
595899,119.1798,95,243.849590196722
595900,119.18,160,94.4681632737568
595901,119.1802,155,74.1578459145409
595902,119.1804,160,36.1469558207906
595903,119.1806,160,24.779808470075
595908,119.1816,160,13.150660689519
595909,119.1818,155,17.2009844108633
595910,119.182,160,5.81865335382357
