event_id,file_name,event_time_s,peak_rank,frequency_khz,magnitude
1,20221018_115220.mat,0.02587,1,235.0,0.028429477807482215
1,20221018_115220.mat,0.02587,2,200.0,0.027642243671238482
1,20221018_115220.mat,0.02587,3,120.0,0.026882733982920327
2,20221018_115220.mat,0.156016,1,160.0,0.03402587106635915
2,20221018_115220.mat,0.156016,2,180.0,0.029347867645106385
2,20221018_115220.mat,0.156016,3,200.0,0.028445259513284606
3,20221018_115220.mat,0.38606,1,205.0,0.036638569813160264
3,20221018_115220.mat,0.38606,2,170.0,0.030320500183520102
3,20221018_115220.mat,0.38606,3,260.0,0.02503293289332987
4,20221018_115220.mat,0.536106,1,220.0,0.03438636665441566
4,20221018_115220.mat,0.536106,2,180.0,0.025469612899430807
4,20221018_115220.mat,0.536106,3,340.0,0.02236164533347837
5,20221018_115220.mat,0.696102,1,230.0,0.028480083292701755
5,20221018_115220.mat,0.696102,2,165.0,0.0282461633336439
5,20221018_115220.mat,0.696102,3,90.0,0.02624740465824743
6,20221018_115220.mat,0.776299,1,190.0,0.032725213210387856
6,20221018_115220.mat,0.776299,2,225.0,0.029927321330365433
6,20221018_115220.mat,0.776299,3,270.0,0.027065265946619763
7,20221018_115220.mat,1.036392,1,155.0,0.02926946966908585
7,20221018_115220.mat,1.036392,2,195.0,0.026412239366025804
7,20221018_115220.mat,1.036392,3,65.0,0.023045578398389676
8,20221018_115220.mat,1.086341,1,170.0,0.041003149080788996
8,20221018_115220.mat,1.086341,2,190.0,0.029910732339548995
8,20221018_115220.mat,1.086341,3,240.0,0.025412410676501664
9,20221018_115220.mat,1.13629,1,155.0,0.03525631646696757
9,20221018_115220.mat,1.13629,2,210.0,0.026218766784591185
9,20221018_115220.mat,1.13629,3,100.0,0.02318905063039576
10,20221018_115220.mat,1.266436,1,165.0,0.04192572318164769
10,20221018_115220.mat,1.266436,2,105.0,0.02574470652637759
10,20221018_115220.mat,1.266436,3,225.0,0.024233492987631677
11,20221018_115220.mat,1.456481,1,160.0,0.03833503848314965
11,20221018_115220.mat,1.456481,2,260.0,0.026720751163067904
11,20221018_115220.mat,1.456481,3,225.0,0.026221379203060922
12,20221018_115220.mat,1.666625,1,160.0,0.03520337126230099
12,20221018_115220.mat,1.666625,2,260.0,0.03233589884761092
12,20221018_115220.mat,1.666625,3,330.0,0.026934603360551118
13,20221018_115220.mat,1.816671,1,170.0,0.03923864565844119
13,20221018_115220.mat,1.816671,2,225.0,0.025385672233337493
