file_name,candidate_window_count,selected_event_count,threshold
20221018_141952.mat,25125,6,0.000966726108992457
20221018_141957.mat,25125,170,0.0009825841738987896
20221018_142002.mat,25125,318,0.001002248788623134
20221018_142007.mat,25125,325,0.0010046595427976631
20221018_142012.mat,25125,264,0.0009981965166540058
20221018_142017.mat,25125,218,0.0009987004309286705
20221018_142022.mat,25125,216,0.0009977498192319859
20221018_142027.mat,25125,215,0.0010004615965689939
20221018_142032.mat,25125,284,0.0010057668078075125
20221018_142037.mat,25125,238,0.0010082940990505723
20221018_142042.mat,25125,285,0.0010088019178282877
20221018_142047.mat,25125,269,0.0010092440496068176
20221018_142052.mat,25125,356,0.0010123069530496088
20221018_142057.mat,25125,426,0.0010172442111943706
20221018_142102.mat,25125,582,0.0010228890371208187
20221018_142107.mat,25125,911,0.0010404618584480324
20221018_142112.mat,25125,758,0.0010380053924672734
20221018_142117.mat,25125,1230,0.001045232730640651
20221018_142122.mat,25125,996,0.0010433611208699191
20221018_142127.mat,25125,682,0.0010166612272817293
20221018_142132.mat,25125,2781,0.0011572208857690434
20221018_142137.mat,25125,1679,0.0010698900139155362
20221018_142142.mat,25125,1131,0.001042047816574435
20221018_142147.mat,25125,1762,0.001077381794566048
20221018_142152.mat,25125,1301,0.001042548606913203
20221018_142157.mat,25125,1205,0.0010294823647609402
20221018_142202.mat,25125,2222,0.0010927122362101981
20221018_142207.mat,25125,1742,0.0010688034420962174
20221018_142212.mat,25125,1862,0.0010963098800413822
20221018_142217.mat,25125,4189,0.0015242221445745739
20221018_142222.mat,25125,1455,0.0011014154559613972
20221018_142227.mat,25125,1522,0.001115544051401997
20221018_142232.mat,25125,2622,0.0012921655973289715
20221018_142237.mat,25125,5010,0.001982038877771513
20221018_142242.mat,25125,2969,0.014737493441514763
20221018_142247.mat,25125,2857,0.015124060645149866
20221018_142252.mat,25125,2229,0.003627926338466215
20221018_142257.mat,25125,2765,0.005901696403391499
20221018_142302.mat,25125,2011,0.00805741033428033
20221018_142307.mat,25125,1615,0.007908336785585134
20221018_142312.mat,25125,1414,0.013231078543582474
20221018_142317.mat,25125,2137,0.01303184472561512
20221018_142322.mat,25125,216,0.0009802064290044391
