file_name,candidate_window_count,selected_event_count,threshold
20221018_115220.mat,25125,34,0.000937936925662403
20221018_115225.mat,25125,52,0.000944707839128172
20221018_115230.mat,25125,449,0.000988808957750088
20221018_115235.mat,25125,341,0.000983258214925602
20221018_115240.mat,25125,337,0.000981251606478293
20221018_115245.mat,25125,275,0.000977629815561496
20221018_115250.mat,25125,297,0.000978528394844051
20221018_115255.mat,25125,334,0.000986566820719411
20221018_115300.mat,25125,305,0.000983317846544245
20221018_115305.mat,25125,487,0.000990136224447904
20221018_115310.mat,25125,555,0.00099994453045562
20221018_115315.mat,25125,553,0.00099703805289813
20221018_115320.mat,25125,529,0.00099474927467267
20221018_115325.mat,25125,787,0.000999510128236162
20221018_115330.mat,25125,514,0.000990220664225629
20221018_115335.mat,25125,565,0.000988127698148387
20221018_115340.mat,25125,770,0.000998684661582325
20221018_115345.mat,25125,838,0.00100165229036095
20221018_115350.mat,25125,1444,0.00103307227644349
20221018_115355.mat,25125,1753,0.0010409902105869
20221018_115400.mat,25125,2203,0.00108977739937157
20221018_115405.mat,25125,1945,0.00107845519177614
20221018_115410.mat,25125,1680,0.00106189587244344
20221018_115415.mat,25125,1645,0.00107480368229084
20221018_115420.mat,25125,2260,0.00112194087771003
20221018_115425.mat,25125,3444,0.0012912865384379
20221018_115430.mat,25125,4628,0.00160805741430001
20221018_115435.mat,25125,3603,0.00137100398455703
20221018_115440.mat,25125,3063,0.00130328902334996
20221018_115445.mat,25125,4072,0.00157402686434163
20221018_115450.mat,25125,4057,0.00239222883003267
20221018_115455.mat,25125,3207,0.00166630957015765
20221018_115500.mat,25125,3581,0.00234100583649807
20221018_115505.mat,25125,2666,0.00200438911151129
20221018_115510.mat,25125,2292,0.00239514741542351
20221018_115515.mat,25125,2145,0.0031990519177033
20221018_115520.mat,25125,2184,0.00485586055358488
20221018_115525.mat,25125,3256,0.00465568074199067
20221018_115530.mat,25125,1593,0.018822027297292
20221018_115535.mat,25125,1504,0.0173571588860462
20221018_115540.mat,25125,1628,0.00969878483959931
20221018_115545.mat,25125,542,0.000954505362434651
