file_name,candidate_window_count,selected_event_count,threshold
20221018_122549.mat,25125,10,0.0009665923536156518
20221018_122554.mat,25125,103,0.0009799540844669366
20221018_122559.mat,25125,217,0.000989140308530219
20221018_122604.mat,25125,267,0.0009882029132598593
20221018_122609.mat,25125,265,0.0009852309754105719
20221018_122614.mat,25125,264,0.0009933749376745005
20221018_122619.mat,25125,493,0.001017905793160926
20221018_122624.mat,25125,357,0.0010176570677829422
20221018_122629.mat,25125,311,0.0010104417450541314
20221018_122634.mat,25125,334,0.0010078013437420155
20221018_122639.mat,25125,306,0.0010082842886340539
20221018_122644.mat,25125,426,0.00101625932998406
20221018_122649.mat,25125,390,0.0010140374448812614
20221018_122654.mat,25125,391,0.0010200638094978163
20221018_122659.mat,25125,438,0.0010212915112445386
20221018_122704.mat,25125,456,0.0010299292613808356
20221018_122709.mat,25125,632,0.0010353481050027736
20221018_122714.mat,25125,479,0.0010310260645305953
20221018_122719.mat,25125,665,0.0010355295689236665
20221018_122724.mat,25125,479,0.0010257560787928954
20221018_122729.mat,25125,590,0.0010298769431206231
20221018_122734.mat,25125,479,0.0010293383213018598
20221018_122739.mat,25125,678,0.0010379451589865249
20221018_122744.mat,25125,1440,0.0010771886265908452
20221018_122749.mat,25125,2577,0.0011612915603474662
20221018_122754.mat,25125,3716,0.0013511843159677273
20221018_122759.mat,25125,3595,0.0012848437339260928
20221018_122804.mat,25125,2341,0.0011433461615323794
20221018_122809.mat,25125,2277,0.0011198038057183752
20221018_122814.mat,25125,933,0.0010354512536069464
20221018_122819.mat,25125,1315,0.0010563959872817925
20221018_122824.mat,25125,867,0.0010345775161068932
20221018_122829.mat,25125,2442,0.0011426619620361132
20221018_122834.mat,25125,1352,0.0010808994801348652
20221018_122839.mat,25125,1514,0.0010923596834422678
20221018_122844.mat,25125,2893,0.0013230714381360837
20221018_122849.mat,25125,3521,0.0017367104249770581
20221018_122854.mat,25125,1894,0.0011477779645545675
20221018_122859.mat,25125,2362,0.001218498752411919
20221018_122904.mat,25125,2051,0.014832657769344504
20221018_122909.mat,25125,1833,0.004915535153235305
20221018_122914.mat,25125,1851,0.008702436170088873
20221018_122919.mat,25125,1771,0.012944272815505272
20221018_122924.mat,25125,1349,0.01108929283738531
20221018_122929.mat,25125,1575,0.015830343349167563
20221018_122934.mat,25125,2615,0.008104652230897944
20221018_122939.mat,25125,3,0.0009687071116670867
