event_id,file_name,event_time_s,peak_rank,frequency_khz,magnitude
56454,20221018_103750.mat,2.450486,1,300.0,0.2085898609597009
56455,20221018_103750.mat,2.450884,1,165.0,0.34202987196314716
56456,20221018_103750.mat,2.452277,1,165.0,1.7334813709799362
56457,20221018_103750.mat,2.45765,1,280.0,0.12392703297401814
56458,20221018_103750.mat,2.457849,1,165.0,3.596032120859242
56459,20221018_103750.mat,2.458048,1,180.0,0.8779209533748711
56460,20221018_103750.mat,2.458645,1,165.0,0.5077483952877548
56461,20221018_103750.mat,2.458844,1,185.0,0.5731942439869537
56462,20221018_103750.mat,2.459043,1,160.0,3.4528371399638726
56463,20221018_103750.mat,2.459242,1,165.0,1.0271365089044775
56464,20221018_103750.mat,2.459441,1,165.0,0.3502233989606715
56465,20221018_103750.mat,2.460635,1,165.0,0.32311961794690375
56466,20221018_103750.mat,2.461033,1,165.0,0.34512149656911434
56467,20221018_103750.mat,2.461431,1,165.0,0.3616944069711033
56468,20221018_103750.mat,2.46163,1,165.0,13.4275252668534
56469,20221018_103750.mat,2.461829,1,115.0,2.8109772199808796
56470,20221018_103750.mat,2.462028,1,115.0,0.9366457613640574
56471,20221018_103750.mat,2.462227,1,115.0,0.3744104580393709
56472,20221018_103750.mat,2.464018,1,165.0,0.5272804466306912
56473,20221018_103750.mat,2.466406,1,165.0,0.6185048554443336
56474,20221018_103750.mat,2.467401,1,165.0,0.3529315967448537
56475,20221018_103750.mat,2.468396,1,165.0,2.0259525791648323
56476,20221018_103750.mat,2.468595,1,165.0,3.5296338346778033
56477,20221018_103750.mat,2.473769,1,165.0,0.29630682909588535
56478,20221018_103750.mat,2.475361,1,165.0,3.584714939552538
56479,20221018_103750.mat,2.47556,1,165.0,0.6073846627598396
56480,20221018_103750.mat,2.475958,1,165.0,0.22400533989668658
56481,20221018_103750.mat,2.481729,1,165.0,0.758474803946372
56482,20221018_103750.mat,2.48551,1,160.0,0.5742504066454494
56483,20221018_103750.mat,2.485709,1,155.0,0.43927918251410086
56484,20221018_103750.mat,2.487699,1,165.0,0.7894462623267237
56485,20221018_103750.mat,2.492276,1,165.0,0.22671074204965108
56486,20221018_103750.mat,2.492475,1,170.0,0.3236768505309714
56487,20221018_103750.mat,2.496853,1,165.0,0.6788115899874757
56488,20221018_103750.mat,2.49745,1,175.0,0.6305668815338439
56489,20221018_103750.mat,2.497649,1,180.0,0.3300688034701926
56490,20221018_103750.mat,2.498246,1,165.0,0.45529598605223864
56491,20221018_103750.mat,2.502027,1,185.0,0.6662062796347306
56492,20221018_103750.mat,2.502226,1,155.0,0.22567093263641383
56493,20221018_103750.mat,2.508395,1,160.0,0.5198945964013313
56494,20221018_103750.mat,2.508594,1,175.0,1.4012576111055237
56495,20221018_103750.mat,2.513967,1,165.0,0.8092265748650098
56496,20221018_103750.mat,2.532076,1,165.0,0.7640178268158007
56497,20221018_103750.mat,2.532872,1,160.0,0.3673813355497089
56498,20221018_103750.mat,2.533867,1,165.0,0.6701014112387909
56499,20221018_103750.mat,2.534066,1,165.0,0.7221646464369769
56500,20221018_103750.mat,2.536852,1,165.0,0.6990704462431087
56501,20221018_103750.mat,2.539638,1,130.0,0.3495223535951035
56502,20221018_103750.mat,2.539837,1,115.0,0.2814627511309614
56503,20221018_103750.mat,2.546205,1,165.0,0.29818722589018326
56504,20221018_103750.mat,2.550583,1,175.0,0.3447030919712857
56505,20221018_103750.mat,2.554165,1,165.0,0.788134577676577
56506,20221018_103750.mat,2.554364,1,165.0,0.28858643321545535
56507,20221018_103750.mat,2.561329,1,300.0,0.2371157811412614
56508,20221018_103750.mat,2.561528,1,130.0,0.2660043237783859
56509,20221018_103750.mat,2.566304,1,170.0,0.25092985179312316
56510,20221018_103750.mat,2.576055,1,165.0,1.0833203519133785
