file_name,candidate_window_count,selected_event_count,threshold
20221018_134234.mat,25125,16,0.0009539922010349483
20221018_134239.mat,25125,20,0.0009545136787922424
20221018_134244.mat,25125,345,0.0009857820681611856
20221018_134249.mat,25125,729,0.0010336595757627436
20221018_134254.mat,25125,597,0.0010226540788832107
20221018_134259.mat,25125,457,0.0010140847708522247
20221018_134304.mat,25125,439,0.0010110024485635108
20221018_134309.mat,25125,370,0.0010111332142899148
20221018_134314.mat,25125,355,0.0010056261082755592
20221018_134319.mat,25125,510,0.0010092220045574657
20221018_134324.mat,25125,413,0.001014988108084383
20221018_134329.mat,25125,647,0.0010319041843015575
20221018_134334.mat,25125,540,0.0010234218440923679
20221018_134339.mat,25125,581,0.0010276209849168381
20221018_134344.mat,25125,665,0.0010338564964235588
20221018_134349.mat,25125,756,0.001032923478125968
20221018_134354.mat,25125,1066,0.0010496403811954928
20221018_134359.mat,25125,782,0.0010327713734781811
20221018_134404.mat,25125,636,0.001014067456469227
20221018_134409.mat,25125,756,0.001022214704942531
20221018_134414.mat,25125,600,0.0010165045972763006
20221018_134419.mat,25125,650,0.0010176153071442804
20221018_134424.mat,25125,630,0.0010128237354489105
20221018_134429.mat,25125,1479,0.0010762223124957796
20221018_134434.mat,25125,1761,0.0010770661581633058
20221018_134439.mat,25125,4405,0.001648508540247835
20221018_134444.mat,25125,2882,0.001264932440355914
20221018_134449.mat,25125,1524,0.0011177426173864795
20221018_134454.mat,25125,1228,0.0011093968041572299
20221018_134459.mat,25125,1692,0.0011322488736545079
20221018_134504.mat,25125,1639,0.001103264364162188
20221018_134509.mat,25125,2404,0.0011457032751329328
20221018_134514.mat,25125,2632,0.0011541542603044116
20221018_134519.mat,25125,1007,0.0010405975428268957
20221018_134524.mat,25125,1083,0.0010552155390631769
20221018_134529.mat,25125,991,0.001056378614465402
20221018_134534.mat,25125,3018,0.001301693480172742
20221018_134539.mat,25125,2870,0.0024566630886829607
20221018_134544.mat,25125,2723,0.0025191447628484997
20221018_134549.mat,25125,2709,0.003061897876852111
20221018_134554.mat,25125,4197,0.004999454707221948
20221018_134559.mat,25125,180,0.0009574933126441653
